Store,smartIntent,message,starRating,Month of Fiscal Month,Blank
Xfinity #3356 Boulder,Store Experience | Staff | Appreciation,"I had a great experience due to the wonderful person who helped me with my issue, Richard M. I went in to switch my service from a google pixel to a new iPhone. Unfortunately, the transition didn’t go as smoothly as I expected but that was mainly due to the system and my previous phone being difficult.  Richard did everything he could to help me with the transition and was so calm and nice throughout it all. There was some backend work that needed to be done overnight so Richard texted me the next day and we completed the transfer over text. He was so great through it all. Even though it took more effort then I expected it all worked out in the end and I was very happy with my experience.",5,25-Mar,3356
Xfinity #3356 Boulder,Store Experience | Staff | Behaviour Issues,"Worst customer service I’ve ever experienced, extremely rude, defensive, and unhelpful. All I’m trying to do is upgrade my WiFi and it seems impossible. Did not solve my problem and gave me no options for a solution. Definitely changing providers.",1,25-Feb,3356
Xfinity #3356 Boulder,Store Experience | Staff | Dissatisfaction,The employee kept cussing and telling me how much he hated working here. He asked my SSN 5 times and was unable to connect my new device. I had to return the following day to do it.,1,25-Jan,3356
Xfinity #3357 Centennial,Store Experience | Customer Appreciation,I love the fact that when you walk into the store there’s a friendly welcome,5,25-Jan,3357
Xfinity #3357 Centennial,Store Experience | Staff | Manager Complaints,"Xfinity Store Nightmare: 8222 S Yosemite St Suite A Customer Service Disaster (1 Star)

My experience with this Xfinity store location was an absolute nightmare of poor customer service and blatant disregard for customer concerns. After discovering I was being billed for two years for a cable box I never received, I sought resolution from the store manager. Instead of help, I encountered stonewalling, dismissiveness, and outright hostility.

The manager David refused to listen and investigate to my legitimate complaint about fraudulent charges, offering only a pittance of a resolution - a mere $100 off could only go back 90 days of service. When I returned with documentation proving the billing error, the manager became even more obstinate, refusing to review any evidence, blocking me from speaking with other staff, and essentially telling me to leave.

The level of unprofessionalism was shocking. Not only was I charged for equipment I never received, but the store management demonstrated zero commitment to resolving the issue or providing basic customer service. The manager's behavior was confrontational and unhelpful, making it clear that customer satisfaction was the absolute last priority.

This experience represents everything wrong with modern customer service: a complete lack of empathy, no willingness to investigate errors, and a corporate attitude that treats customers as inconveniences rather than valued clients.

The very helpful third party Xfinity personnel at the Aurora store was able to find the problem without a solution because it was a third party and was very empathetic and understood my situation.

""Following, TV box box ending in 9328, 5910 was added the SAME day 1/03/2023. To me, it looks like adding a primary tv box was how the representative was able to activate your A/O cable card. Your cable card is an Cable card, which must have a primary box to provision in Our CSG tool, to activate the
equipment.

This information was given to me
By the third party representative at Xfinity in Aurora unfortunately it was not reviewed by the manager David to understand why I was charged this email is evidence that there was a mistake done on their part.
Hoping that this situation will be resolved as soon as possible",1,25-Feb,3357
Xfinity #3358 Denver,Store Experience | Customer Appreciation,"Their initial service is good but for the follow up
They don't pick the phone",4,25-Mar,3358
Xfinity #3358 Denver,Store Experience | Long Wait Time,"Friendly,  young staff who are not empowered to resolve a customer's individual needs beyond the company's strict rules. Sometimes a wait. No way to call the store directly, which is a huge inconvenience. You have to drive there to get any questions answered.",4,25-Mar,3358
Xfinity #3358 Denver,Store Experience | Staff | Appreciation,"Brandon was amazing, he set me up with internet and helped switch the cell phones over. Will recommend him to all family and friends",5,25-Feb,3358
Xfinity #3358 Denver,Store Experience | Staff | Appreciation,"I just wanted to relay what a positive experience I had with xfinity. Zaid was my customer rep and I couldn't have been more pleased. He was very knowledgeable, so friendly and helpful. He renewed my contract quickly and efficiently. Thanks Zaid, I appreciate all the help!",5,25-Mar,3358
Xfinity #3358 Denver,Store Experience | Staff | Appreciation,Jairo was SO helpful and patient...helping to resolve and educate me on all my needs! Thank you Jairo and Krista!!,5,25-Mar,3358
Xfinity #3358 Denver,Store Experience | Staff | Appreciation,"Josh was a stellar example of friendly, helpful customer service. He  was quick to help, very proactive in letting people know they were next in line and got us what we needed, answering all my questions with helpful tips and guidance. Thanks Josh! You deserve a raise so you can go see more RHCP concerts. :)",5,25-Mar,3358
Xfinity #3358 Denver,Store Experience | Staff | Appreciation,"Went to the store for wifi and it all went well. JJ T. helped us out, he was very friendly and professional, he helped us figure out prices and deal with any hiccups setting up our accounts. We got the deal we wanted and were able to set everything up",5,25-Feb,3358
Xfinity #3358 Denver,Store Experience | Staff | Behaviour Issues,Smart. Professional.. Polite. Love  to visit that store. 👍,5,25-Jan,3358
Xfinity #3358 Denver,Store Experience | Staff | Behaviour Issues,The assistant was rude and not helpful at all.,2,25-Feb,3358
Xfinity #3358 Denver,Store Experience | Staff | Dissatisfaction,Always told the wrong thing go in for help and they pretty much said sol,1,25-Jan,3358
Xfinity #3358 Denver,Store Experience | Staff | Dissatisfaction,"I had an amazingly helpful professional experience with a sales associate by the name of BRANDON.  I had previously been assigned a person who was not very helpful they kept trying to sell me various packages etc.

I left them and found Brandon who step by step assisted me, as a senior person, to accomplish exactly the things I came to change with my internet and cable.

BRANDON was outstanding in his competency and knowledge of the process and products.  He was also very patient and his professionalism is 5 Star!

Thank you, Brandon!
Susan",5,25-Jan,3358
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,"Came into the store because I was having email issues, Billy and Roberto helped us get back up and running very nice guys",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,Came into the store Billy and Roberto got us switched over to Xfinity Mobile and we're saving a lot of money now thanks guys,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,"Ditto on store personnel treating their customers like trash. Useless in trying to assist with an issue (and the local infinity rep told me they could help - and of course, they couldn't. I'll never step foot in that store again.",1,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,"Entering the store I was frustrated, a long wait time did not ease my frustration. However, Roberto, Assistant Store Manager, assessed the situation and quickly began to review my options. When I entered the store my plan was to cancel all but my Xfinity Internet service. Roberto’s assistance resulted in my keeping both my internet and cell phone. He was friendly, courteous, knowledgeable and professional. I appreciated his time and energy. He and his store deserve a 5+ rating!",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,"I cannot thank Roberto Jimenez enough for his dedication to helping me resolve a Comcast Business account issue (one that he had no part in creating!) that took over a month and hours of his time. I can’t speak to anyone else at this location, and certainly I don’t have anything positive to say about calling the 800 number for Comcast business, but Roberto was kind and diligent and totally saved me from a merry go round of hell with Comcast Business.",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Customer Dissatisfaction,"Went to the Loveland store because Greeley xfinity was worthless, was having issues with my phone ans security system Roberto and Billy were awesome and got me all fixed up in minutes thank you both",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Long Wait Time,"I had superb service at the Xfinity Store in Loveland, having had 2 recent appointments with Christopher P. who assisted me in updating my service to meet my current needs and with reviewing how could reduce pricing, yet obtain services I still want, And as been a Comcast customer for 32 years, did what he could to retain me as customer.
He spent  extra time, responded to my questions both in person and via email, and helped to provide my new equipment.
And he invited me to set up additional appt when receive new device in which could help set it up. He was kind, personable, extremely knowledgeable re products and services, and excellent customer service. Thank you Chris!!!!",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Long Wait Time,"I've always had great service here, but today, Nathan went above and beyond!  He was super helpful in porting from another carrier and even helped lower my bill.  It's worth any wait time.",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"Awesome service!
The people and the product are both great.
$25 a month for my phone and $15 a month for my internet!!!",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Came into the store and worked with Roberto and Joel they helped me reactivate my paramount plus subscription awesome guys,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Great experience going in and talking with Matt.  He explained that the box that we originally had was discontinued years ago and ended up giving us a new box and remote system. The hookup was super simple and we returned a few days later to turn in our old box.,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,I find it best to do a walk in. The customer service reps have always been very helpful and have always assisted in clearing up any issue that I have.,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,I had been having a really difficult time with the representatives on the 1-800 number which were no help at all. I went into the store and Billy and Nathan did an amazing job at navigating through the situations and finding solutions. They are very professional and were so much help! Thank you Billy and Nathan!,5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"I walked in ready to disconnect but Roberto changed my complete outlook on staying with Xfinity for all the extra features and benefits of being able to deal with Comcast at his store. He got my equipment working and showed me the savings of switching to Xfinity Mobile . This gentleman is a HUGE asset to Comcast , very nice and incredibly professional",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Jayce was really helpful and professional!! Thank you for being understanding and solution oriented!!,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Joel and Roberto are great!!,5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Joel and Roberto are the best they switched me over to xfinity mobile and im saving $80/month THANK YOU BOTH,5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto and Billy are awesome A+,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"Roberto and Billy are awesome gentlemen and helped me with getting my email back on my phone so I didn’t miss anymore drs appts, super helpful",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto and Geoff were a great help understanding my internet uaage,5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto and Joel are the absolute best!,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto and Joel give A+ service,5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto and Joel switched us from Verizon they were awesome and we are saving a lot of money,5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"Roberto and Nathan helped me switch to Xfinity Mobile from Boost and saved me a bunch of money, awesome guys",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto is awesome,5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"Roberto the store manager at the Loveland location is fantastic to work with as well as the sales associate Billy. They were kind, helpful and helped save me a lot of money! Highly recommend!",5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto was busy but he took the time to provide service. Very patient and courteous.,5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,Roberto was great and showed how to reboot my phone and help me out.,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,"Theresa and Roberto give A+ 5 star service, thank you!",5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Appreciation,We were immediately greeted when we stepped inside Comcast. The tech was very helpful - answered all our questions and got our updated equipment we needed.,5,25-Feb,3359
Xfinity #3359 Loveland,Store Experience | Staff | Manager Appreciation,"(Translated by Google) Very excellent service from Billy and Roberto the manager

(Original)
Muy excelente servicio de Billy y Roberto el gerente",5,25-Mar,3359
Xfinity #3359 Loveland,Store Experience | Staff | Manager Appreciation,Came to the store because I locked myself out of my phone and Roberto and Nathan the managers helped me exchange my phone and helped me redo the screen protector very nice guys,5,25-Jan,3359
Xfinity #3359 Loveland,Store Experience | Staff | Manager Appreciation,"I was very unhappy with calling in to the technical service, but I came in to the store and was helped by the manager Roberto Jimenez was MORE THAN helpful and I left completely satisfied. Thank you, Roberto!!!",5,25-Jan,3359
Xfinity #3360 Arvada,Store Experience | Customer Appreciation,Great store,5,25-Feb,3360
Xfinity #3360 Arvada,Store Experience | Staff | Appreciation,Amazing experience the staff was super helpful and very understanding.,5,25-Mar,3360
Xfinity #3360 Arvada,Store Experience | Staff | Appreciation,"I want to say thank you to Jasmin, she did wonderful figuring out an address situation. Her customer service is 10 out of 10. Also having her help in Spanish was a major plus.",5,25-Jan,3360
Xfinity #3360 Arvada,Store Experience | Staff | Behaviour Issues,"Worst experience today, some young kid, sitting with Bronco hat on his lap, unprofessional, impatient & lacks any customer service skills. I've been coming here for years, will never go back to thus location & might change service provider entirely. It was Fri, 1/17 2ish pm.",1,25-Jan,3360
Xfinity #3360 Arvada,Store Experience | Staff | Dissatisfaction,"I had an agent sign me up for approximately $150 worth of services without my permission. After spending three hours of my time trying to get this resolved, I was told that happens all of the time by the rep working at the store and there’s nothing they can do about it (besides collect the equipment and ensure me that I wouldn’t be charged for anything which is ridiculous because I never signed up for anything)! I will be porting my phone number out and canceling mobile services due to this ridiculously horrible customer service",1,25-Feb,3360
Xfinity #3360 Arvada,Store Experience | Staff | Manager Appreciation,Deacon and the store manager Crystal were VERY helpful in getting a matter resolved when customer service was a dead end,5,25-Feb,3360
Xfinity #3361 Longmont,Store Experience | Customer Dissatisfaction,Worst customer service experience  I have ever had with any major company - after interaction with associate was told this is a Sales store only and not a customer service store. Contacted the Store Manager with the information I was given  through a detailed email to share all that happened with the associate to see if I could get correct information regarding my questions and see where I needed to go to get that to help I was requesting and never heard back from anyone. Extremely disappointed and disillusioned with my visit.,1,25-Mar,3361
Xfinity #3361 Longmont,Store Experience | Customer Dissatisfaction,Worst customer service.  Does not even come close to TMobile! You can't even call the store and they send your call to so.e other country?,1,25-Jan,3361
Xfinity #3361 Longmont,Store Experience | Short Wait Time,"Very quick and painless! Thank you, Johnathan!",5,25-Mar,3361
Xfinity #3361 Longmont,Store Experience | Staff | Appreciation,"Anna was helpful, pleasant and knowledgeable. I appreciate her attentiveness and care! She made my visit easy and stress-free!",5,25-Feb,3361
Xfinity #3361 Longmont,Store Experience | Staff | Appreciation,Staff is great!,5,25-Mar,3361
Xfinity #3362 Pueblo,Store Experience | Customer Dissatisfaction,"If we had known, we would have gone to the store and not called .",4,25-Feb,3362
Xfinity #3362 Pueblo,Store Experience | Customer Dissatisfaction,Worst store to get help. One person checking in customers. One helping people and 2 standing around.,1,25-Mar,3362
Xfinity #3362 Pueblo,Store Experience | Staff | Appreciation,Good service,5,25-Feb,3362
Xfinity #3362 Pueblo,Store Experience | Staff | Appreciation,Really helpful,5,25-Feb,3362
Xfinity #3362 Pueblo,Store Experience | Staff | Appreciation,"Tracy was great, she helped me get the right plan for my home internet service and helped me save a couple bucks while at it.",5,25-Feb,3362
Xfinity #3362 Pueblo,Store Experience | Staff | Dissatisfaction,"I went into the store for help, I pay for visual voicemail so all voicemail ""should"" go to text. yes it did work sporadically for a year. every message I've gotten for the last couple weeks says unsupported software.  They refused to help me with a product they sell!  that was from the manager and a tech,  I guess they don't want to help some customers, like old ladies.  even ones who are computer savvy.  shame on them for profiling me and my gray hair.  they don't deserve a star but you can't do a review without one.  so, I'd vote 0 stars. and apparently they are the sole support in Pueblo!  I did check.",1,25-Feb,3362
Xfinity #3364 Colorado Springs Barnes Marketplace,Store Experience | Long Wait Time,"I went in today to get help with switching some equipment and get some questions answered. The person who did help me was great, no complaints with that.

Aside from the bills going up up up with no help with that, which sucks. I pay more and don't get more, I usually get less. So that's great.

But I think what's frustrating for everyone waiting in the store is having 6 employees working, in the area of customer visibility and only 2 helping people. 3 employees were just sitting chatting it up at the desk behind the big tv, doing absolutely nothing. I kept looking at one guy like come out and help people but nope, he just kept sitting there doing nothing. So why have more people working if no work is getting done? Makes no sense.

I may get a response to this, but it'll be some basic response and that's it, no help with bills or fixing customer service.",1,25-Mar,3364
Xfinity #3364 Colorado Springs Barnes Marketplace,Store Experience | Long Wait Time,Unfortunately I have to give a one-star review. I went in to ask some basic questions and was told that someone would be alright with me. I sat and waited for over an hour and no one acknowledged that I was even there. There were plenty of employees that could have at least gave me an update on time. They are not attentive by any means to their customer's.,1,25-Jan,3364
Xfinity #3364 Colorado Springs Barnes Marketplace,Store Experience | Short Wait Time,"Quick and easy return of my cable modem. Cancellation was easy too. Thanks for the service, Xfinity/Comcast.",5,25-Feb,3364
Xfinity #3364 Colorado Springs Barnes Marketplace,Store Experience | Staff | Appreciation,After being hassled by Tia. Who clearly had no insight on her job or understanding appropriate customer service skills. I drove 20 minutes over to the N Nevada location and they took care of the job with the appropriate knowledge. Don’t shop or stop at this particular store. Waste of time.,1,25-Jan,3364
Xfinity #3365 Aurora,Store Experience | Customer Appreciation,Not sure why all the negative reviews. I been using this location for years! They are always nice and helpful and get me in and out pretty quick.,5,25-Feb,3365
Xfinity #3365 Aurora,Store Experience | Long Wait Time,"(Translated by Google) The service is terrible, the waiting time is too long, TWO hours and twenty minutes for them to attend to me.

(Original)
Es pésima la atención, el tiempo de espera  es demasiado DOS horas y veinte minutos para que me atendieran.",1,25-Feb,3365
Xfinity #3365 Aurora,Store Experience | Long Wait Time,"Just dropping off a modem, long line of people dealing with new sales. Long wait time, I was told I could leave it but no receipt provided. They need separate service lines for simple contacts",2,25-Mar,3365
Xfinity #3365 Aurora,Store Experience | Staff | Appreciation,All of the customer care techs in this particular store literally knows nothing about internet issues or phone problems...not for sure how they even work there. If you go into this store with a problem at hand the techs only real help is telling you to find someone else to assist you.,1,25-Mar,3365
Xfinity #3365 Aurora,Store Experience | Staff | Appreciation,Faye Moon helped my girlfriend last minute with no attitude. Great employee!,5,25-Feb,3365
Xfinity #3365 Aurora,Store Experience | Staff | Appreciation,"Hello,
I wanted to take a moment to express my gratitude for Allie’s outstanding customer service. She went above and beyond, answering all my questions with professionalism and care. Her dedication truly made a positive impact on my experience.

Thank you for having such a great representative on your team.",5,25-Jan,3365
Xfinity #3365 Aurora,Store Experience | Staff | Behaviour Issues,"Anster John Grubb attached is his business card “helped” my family today can now I’m changing my entire service. Continually spoke over me, kept trying to sell me another service when I was just transferring a phone number to a new account. His attitude was terrible, genuinely couldn’t give a shit about helping us and overall seemed like a terrible sales person. It’s because of him alone I’m changing to another company",1,25-Jan,3365
Xfinity #3365 Aurora,Store Experience | Staff | Behaviour Issues,"I recently had one of the most disappointing experiences with your customer service team. Unfortunately, my interaction with a “Retail Sales Executive” named Dimitri Sommer was particularly unpleasant. From the moment I approached him, it was clear that his demeanor was unprofessional and dismissive.
I found it incredibly difficult to ask any questions or seek assistance without being interrupted or redirected in an unhelpful and dismissive manner. His approach to customer service was not only unaccommodating but also disrespectful, leaving me feeling unheard and frustrated.
As a customer, I expect professionalism, patience, and a willingness to assist, especially when seeking guidance or clarification. Unfortunately, this interaction fell far short of those expectations. It’s disappointing to encounter such behavior from a representative of your company, as it reflects poorly on the overall customer service experience.
I sincerely hope this feedback will prompt a review of your team’s training and performance standards to ensure that future customers are treated with the respect and support they deserve.",1,25-Jan,3365
Xfinity #3365 Aurora,Store Experience | Staff | Behaviour Issues,"Wow, I am not sure why they even bother making appointments when they are not interested in assisting customers. The agent (Hakeem) was very rude and unhelpful and told me to call the 800 for assistance and then declared the appointment was completed. Then he canceled my appointment.

To the store replying to my concern: You just slap the same generic canned reply on each and every review. Be responsible and take ownership instead of a disingenuous reply.",1,25-Mar,3365
Xfinity #3365 Aurora,Store Experience | Staff | Dissatisfaction,"It's almost like Xfinity does not want to help customers... oh wait! They dont! Spoke to Hakeem the other day and it was the worst customer experience I've had. He kept interrupting me and did what he could to put me on the defensive. He tried to make it seem as if the issue was my own fault, simply because I told the phone agent that I wanted the promotion advertised on the Xfinity website. It is impossible to get these people see reason. I thought if I went to the store and spoke to someone in person that they would be better than the call center, but that was not the case. With very few exceptions Xfinity customer service does not want to provide a pleasant, seamless customer experience. All they care about is that you pay them money.

To the store reading the review: No need to leave a link when you reply. Xfinity chat is even worse than phone or in store service. Take ownership of the issues you caused and quit trying to blame the customer for everything.",1,25-Mar,3365
Xfinity #3367 Farmington,Store Experience | Staff | Appreciation,"My first time in today. Was greeted immediately by a very professional young lady, that made my transaction extremely easy. Probably the best Customer Service I've ever had.",5,25-Jan,3367
Xfinity #3367 Farmington,Store Experience | Staff | Behaviour Issues,"Im blind n disabled  n they are so rude no hello rush ypun even yelled at me
like ho i can't  see !!",1,25-Jan,3367
Xfinity #3368 Brighton,Store Experience | Long Wait Time,This guys are so slow they take an hour to check in and another two hours to see a representative. I would say the only one that knows what he’s doing is the guy in the poncho with the bun because he knows all the deals and promotions that Xfinity is having. Had a to wait for hours just to get a new phone.,1,25-Mar,3368
Xfinity #3369 Santa Fe,Store Experience | Customer Appreciation,This is for not trying to help! I gave this place multiple opportunities to make my situation right.,1,25-Mar,3369
Xfinity #3369 Santa Fe,Store Experience | Staff | Appreciation,I always pay my bill at the kiosk! Everyone here is awesome!!! So very easy!!,5,25-Mar,3369
Xfinity #3370 Castle Rock,Store Experience | Customer Dissatisfaction,Getting run around trying to get internet essentials service.  Talked to 3 people last night online.  Got no where.  Went into store and was told I have to apply online.  Says I'm not eligible because I have service.  The same exact site I was on last night.  No way to contact the store!,1,25-Mar,3370
Xfinity #3370 Castle Rock,Store Experience | Long Wait Time,"I spent 40 minutes waiting on my lunch after checking in behind just two people. Once they were served, I kept waiting as they helped two others who arrived after me. Eventually, I had to give up—I no longer had time to eat and was late getting back to work. The check in system is broken.",1,25-Mar,3370
Xfinity #3371 Parker,Store Experience | Customer Appreciation,"The number to call the store is just 1-800-xfinity....., every store in the metro area is like this.....

Response to your response, I opened the link to your chat and nobody is there, zero response whatsoever. You people need to get it together, never seen a company with such terrible customer service before.",1,25-Feb,3371
Xfinity #3371 Parker,Store Experience | Not Recommended,The whole team at this store was great and a fun vibe. Trevor really exceeded my expectations though.  He went above and beyond to be patient and explain all of my questions. He also dug through a bucket of chords to find my TV cable I left. Service like this rarely exist anymore. I would drive out of my way to go here again.,5,25-Mar,3371
Xfinity #3372 Denver,Store Experience | Long Wait Time,"Had to stop into this location to return some equipment. Carlos was right there, greeted me, and able to help right away. He was quick and efficient, very happy with my service today at Xfinity and Carlos' support!",5,25-Jan,3372
Xfinity #3372 Denver,Store Experience | Staff | Appreciation,"Danny was very helpful and understanding! I recommend this location very highly, great service! Thanks Danny!",5,25-Mar,3372
Xfinity #3372 Denver,Store Experience | Staff | Appreciation,"Great customer service and genuine people especially the professional Sam who saved me time and money, Win!",5,25-Feb,3372
Xfinity #3372 Denver,Store Experience | Staff | Appreciation,Nice expression the people are very helpful and the store is nice the guy kobe,5,25-Feb,3372
Xfinity #3372 Denver,Store Experience | Staff | Dissatisfaction,"Genuinely, I have never had a better customer experience with getting internet than at this store with Kobe Frazier. He was very down to earth with me and cared about my wants far more than merely pushing options like some salesmen out there. I appreciated his sense of humor and desire to relate to me as a person while we worked on my order. Highly recommend him and this store!",5,25-Feb,3372
Xfinity #3372 Denver,Store Experience | Staff | Dissatisfaction,"Xfinity is really the worst company ever. They do not care at all for their customers. First of all it’s impossible to reach any human via phone call or text if you have any issues. The only way they’ll connect you to someone is if you tell AI that you want to cancel. Someone at the company opened up two accounts for me when I picked up my router. I was getting charged TWICE for one internet service. I obviously did not pay for the other account and they sent it to collections. When I called to get this settled, the person who picked up argued with me, then escalated this to a supervisor, then said I’m right and put in a ticket, and then tried to sell me some mobile plan after all of this as if I want to use them for anything else. When I move I will never use them again. This company is full of leeches.",1,25-Mar,3372
Xfinity #3373 Westminster,Store Experience | Long Wait Time,40 minute wait for someone to scan a modem and tell me I was good to go. The entire interaction was less than 2 minutes. There was an employee by the door sitting on their phone / iPad the entire time who probably could have knocked this out for me easily but chose not to for some reason. Can’t wait to switch to Allo!,1,25-Mar,3373
Xfinity #3373 Westminster,Store Experience | Long Wait Time,They always seem to be understaffed. Wait time for even simple stuff is way too long,1,25-Feb,3373
Xfinity #3373 Westminster,Store Experience | Staff | Appreciation,3 employees in the Xfinity store. One employee providing support to customers while the others are talking to each other and on their electronic devices. It should be easier to get quicker service at the store,2,25-Mar,3373
Xfinity #3373 Westminster,Store Experience | Staff | Behaviour Issues,Horrible services. The sales associate was extremely unprofessional. Go somewhere else.,1,25-Mar,3373
Xfinity #3373 Westminster,Store Experience | Staff | Dissatisfaction,"I came into this location to swap out my old modem after being directed to do so by customer service. The female employee I was “helped” by was rude and condescending, argued with me about what I told her my situation was, and didn't care to ask any clarifying questions. She did end up doing the swap but was very short with me clearly aggravated. I know customer service can be hard but I expect better and am disappointed in my experience. I will not be returning to this location again.",2,25-Mar,3373
Xfinity #3373 Westminster,Store Experience | Staff | Dissatisfaction,"So far the service works. But dealing with their customer service really is something else. Chastised with demeaning comments for not responding while you are waiting on them to pose a question to respond too. It just took me exactly 1 hour (in the pics you can see conversation started at 11:40 and ended at 12:36) to set up a installment plan for a charge I was told I would not receive, but did anyways. It takes 5 to 10 minutes per message while communicating. EXCEPT when they are trying to sell you on a phone plan. Then they are majically able to send messages and respond within seconds. And they won't take no for an answer. I said ""no thanks"" 5 times before finally just asking to proceed with the request I contacted them about. And he STILL continued to push the phone as something I could just buy and give to someone else. Always an experience dealing with this company.",2,25-Jan,3373
Xfinity #3374 Westminster,Store Experience | Long Wait Time,"Rude employee checked me in and said it was a 15 minute wait, and when I asked if it was actually 15 minutes or 1 hour wait (like my previous visit) he confirmed it was a "" 15 minute wait"". THAT WAS A LIE 1 HOUR LATER I STILL WASN'T HELPED. 3 EMPLOYEES STANDING AROUND DOING ABSOLUTELY NOTHING. I'll  be taking my business to T-MOBILE.",1,25-Jan,3374
Xfinity #3374 Westminster,Store Experience | Long Wait Time,So my mom dies. I bring the device and Death cert to the 10448 town center store  in Westminster. Wait in line for an hour. They say I will get the remaining balance in the mail. I then get a bill in the mail. Then I call to get it cleared up and I cannot get through because the Comcasts Stupid as all get out phone system wont let me talk to a person and repetedly asks to make a payment. The service wasnt used for 3 months becasue my dear mother was in hospice. Comcast Find a new customer YOU SUCK,1,25-Feb,3374
Xfinity #3374 Westminster,Store Experience | Staff | Appreciation,"The only reason, I am giving 5 stars... is not because of xfinity itself by far...but for the excellent customer service that an employee in this store deserves to have! Daniel Espinoza-Catano you are a retail sales professional for sure! You did in 6 minutes what multiple phone calls over a year couldn't/wouldn't do! I appreciate your help and courteous customer service!",5,25-Feb,3374
Xfinity #3374 Westminster,Store Experience | Staff | Appreciation,"Took care of my issues instantly, huge help. Staff Alondra had amazing customer service and helped me out right away",5,25-Mar,3374
Xfinity #3403 Park City,Store Experience | Customer Dissatisfaction,"Xfinity is the only provider for my area or I would have looked elsewhere. But for this location specifically, I had the worst customer service I have ever seen from any business from the lady there. After wasting my time at the store, I resolved my issue after spending another two hours online with a Live Assistant",1,25-Jan,3403
Xfinity #3453 Orem,Store Experience | Customer Dissatisfaction,Appointment times not respected,2,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Customer Dissatisfaction,"Terrible store here in Orem. Xfinity sadly has been going down a sinkhole with many other providers offering better deals and prices.

Not to mention waiting for the 100 year old people talking to the associates who have no idea what they’re doing making everyone wait another 30 years before they get help. Unfortunate that I’ve waited 2 hours before I got help. Do urself one and go with any carrier but Xfinity.",1,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Long Wait Time,"This is mainly directed at Xfinity as a whole. I usually avoid leaving bad reviews because I like to be positive and usually let things slide, but I’ve had multiple bad experiences with Xfinity. So this is your WARNING! Buyer beware, Xfinity promises great speeds and great prices, but eventually overtime it gets slower and they up their prices overtime. Terrible customer service on multiple occasions, huge time wasted in troubleshooting and while trying to cancel. Even trying to drop off equipment at the local store was going to take 20 minutes.
Save yourself a headache, a hassle and avoid Xfinity. I should’ve learned from my extended family experiences with this company. You have been warned.",1,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Staff | Appreciation,"(Translated by Google) A nice place with friendly staff. Remember to set aside time as it might take a while. It's highly recommended to speak English or have someone who can help you.

(Original)
Buen lugar y personal amable, recuerde reservar tiempo pues podria demorar un poco.  Es muy recomendable hablar inglés o contar con la ayuda de alguien que lo hable.",3,25-Mar,3453
Xfinity #3453 Orem,Store Experience | Staff | Appreciation,Excellent customer service.,5,25-Jan,3453
Xfinity #3453 Orem,Store Experience | Staff | Appreciation,Excellent staff helped me on my return and also update my plan; they was friendly and open to Fix any concern also i recommend visit this store before Call to Xfinity and get frustrated with the Asistent,5,25-Jan,3453
